0, 0.001227, 0.001478
1, 0.001611, 0.001461
2, 0.001449, 0.001459
3, 0.001109, 0.001466
4, 0.001184, 0.001472
5, 0.001151, 0.001480
6, 0.001430, 0.001466
7, 0.001400, 0.001485
8, 0.001121, 0.001472
9, 0.001167, 0.001521
10, 0.001235, 0.001482
11, 0.002171, 0.001535
12, 0.001075, 0.001514
13, 0.001238, 0.001551
14, 0.002573, 0.002049
15, 0.001540, 0.002082
16, 0.001449, 0.001507
17, 0.001951, 0.001527
18, 0.001572, 0.001477
19, 0.001402, 0.001456
20, 0.001183, 0.001632
21, 0.001421, 0.001478
22, 0.001221, 0.003028
23, 0.001201, 0.001543
24, 0.001113, 0.001449
25, 0.001140, 0.001466
26, 0.001102, 0.001532
27, 0.001383, 0.001738
28, 0.001396, 0.001488
29, 0.001842, 0.002391
30, 0.002333, 0.002069
31, 0.001780, 0.002042
32, 0.002121, 0.002038
33, 0.001960, 0.002069
34, 0.002348, 0.002126
35, 0.001835, 0.002054
36, 0.001955, 0.002078
37, 0.002231, 0.002062
38, 0.002294, 0.002038
39, 0.001466, 0.001509
40, 0.001978, 0.002233
41, 0.001504, 0.001620
42, 0.001453, 0.002018
43, 0.001133, 0.001521
44, 0.001504, 0.001608
45, 0.001443, 0.001440
46, 0.001899, 0.001999
47, 0.001547, 0.001569
48, 0.001536, 0.001445
49, 0.001125, 0.001547
50, 0.001112, 0.001485
51, 0.001142, 0.001487
52, 0.001544, 0.001556
53, 0.001421, 0.001689
54, 0.001415, 0.001902
55, 0.001109, 0.001533
56, 0.001542, 0.001711
57, 0.001537, 0.001486
58, 0.001106, 0.001476
59, 0.001129, 0.001469
60, 0.001598, 0.001478
61, 0.001460, 0.001867
62, 0.001779, 0.002019
63, 0.001513, 0.002607
64, 0.001643, 0.001546
65, 0.001458, 0.001476
66, 0.001111, 0.001554
67, 0.001515, 0.001403
68, 0.001106, 0.001503
69, 0.001459, 0.001544
70, 0.002486, 0.002070
71, 0.002691, 0.002094
72, 0.002078, 0.002091
73, 0.001910, 0.002033
74, 0.001849, 0.002064
75, 0.001847, 0.002030
76, 0.001854, 0.002058
77, 0.001900, 0.002088
78, 0.001845, 0.002088
79, 0.002219, 0.002067
80, 0.001860, 0.002072
81, 0.002175, 0.002112
82, 0.001936, 0.002066
83, 0.002197, 0.002131
84, 0.001827, 0.002039
85, 0.002208, 0.002062
86, 0.001864, 0.002076
87, 0.001926, 0.002062
88, 0.001871, 0.002090
89, 0.002247, 0.002038
90, 0.002146, 0.002087
91, 0.001875, 0.002059
92, 0.001855, 0.002058
93, 0.001888, 0.002048
94, 0.001837, 0.002040
95, 0.001822, 0.002050
96, 0.002176, 0.002068
97, 0.001877, 0.001776
98, 0.002451, 0.001430
99, 0.001178, 0.001496
100, 0.001725, 0.001509
101, 0.002089, 0.002051
102, 0.001640, 0.001855
103, 0.001432, 0.001670
104, 0.001439, 0.001485
105, 0.001420, 0.001480
106, 0.001094, 0.001475
107, 0.002603, 0.002024
108, 0.002119, 0.002037
109, 0.002258, 0.002059
110, 0.001936, 0.002053
111, 0.002179, 0.002069
112, 0.002970, 0.002047
113, 0.002324, 0.002103
114, 0.001926, 0.002066
115, 0.001858, 0.002130
116, 0.002225, 0.002061
117, 0.001870, 0.002063
118, 0.002196, 0.002069
119, 0.002399, 0.002172
120, 0.001881, 0.002116
121, 0.002274, 0.002101
122, 0.001891, 0.002063
123, 0.002377, 0.002091
124, 0.002618, 0.002044
125, 0.002056, 0.002060
126, 0.001886, 0.002070
127, 0.001887, 0.002071
128, 0.002236, 0.002049
129, 0.001819, 0.002058
130, 0.001789, 0.002043
131, 0.002141, 0.002029
132, 0.002129, 0.002037
133, 0.001833, 0.002032
134, 0.001873, 0.002097
135, 0.001860, 0.002085
136, 0.001909, 0.002055
137, 0.002241, 0.002063
138, 0.002223, 0.002038
139, 0.001892, 0.002040
140, 0.002155, 0.002055
141, 0.001988, 0.002047
142, 0.002268, 0.002060
143, 0.001778, 0.002059
144, 0.002044, 0.002076
145, 0.001866, 0.002088
146, 0.002196, 0.002041
147, 0.002205, 0.002055
148, 0.002238, 0.002033
149, 0.002171, 0.002113
150, 0.002168, 0.002124
151, 0.001857, 0.002045
152, 0.002201, 0.002087
153, 0.002221, 0.002049
154, 0.002196, 0.002045
155, 0.002196, 0.002042
156, 0.002234, 0.002094
157, 0.001897, 0.002066
158, 0.001864, 0.002058
159, 0.002214, 0.002076
160, 0.001777, 0.002063
161, 0.002119, 0.002030
162, 0.002062, 0.002052
163, 0.002157, 0.002037
164, 0.002193, 0.002078
165, 0.002110, 0.002075
166, 0.001899, 0.002082
167, 0.001858, 0.002086
168, 0.002218, 0.002052
169, 0.001874, 0.002078
170, 0.001869, 0.002089
171, 0.001854, 0.002070
172, 0.002236, 0.002049
173, 0.002169, 0.002146
174, 0.002184, 0.002051
175, 0.002369, 0.002106
176, 0.002222, 0.002068
177, 0.002016, 0.002053
178, 0.001517, 0.002009
179, 0.002119, 0.002070
180, 0.001875, 0.002089
181, 0.001871, 0.002043
182, 0.002166, 0.002069
183, 0.001908, 0.002080
184, 0.002252, 0.002076
185, 0.001824, 0.002081
186, 0.002265, 0.002100
187, 0.002245, 0.002079
188, 0.001799, 0.002020
189, 0.002234, 0.002043
190, 0.001791, 0.002054
191, 0.001885, 0.002044
192, 0.001848, 0.002077
193, 0.002179, 0.002036
194, 0.002326, 0.001997
195, 0.002017, 0.002079
196, 0.001880, 0.002070
197, 0.002143, 0.002132
198, 0.002158, 0.002035
199, 0.002292, 0.002048
200, 0.002128, 0.002081
201, 0.002171, 0.002060
202, 0.001854, 0.002066
203, 0.002231, 0.002064
204, 0.001768, 0.002037
205, 0.002304, 0.002101
206, 0.002306, 0.002070
207, 0.002213, 0.002061
208, 0.001950, 0.002073
209, 0.001944, 0.002107
210, 0.001833, 0.002044
211, 0.002135, 0.002052
212, 0.001911, 0.002044
213, 0.001851, 0.002059
214, 0.002230, 0.002064
215, 0.001842, 0.002022
216, 0.001782, 0.002297
217, 0.001881, 0.002044
218, 0.001844, 0.002109
219, 0.001870, 0.002035
220, 0.001896, 0.002049
221, 0.001926, 0.002057
222, 0.001868, 0.002088
223, 0.001928, 0.002038
224, 0.001844, 0.002092
225, 0.002223, 0.002039
226, 0.002171, 0.002035
227, 0.002185, 0.002060
228, 0.002112, 0.002026
229, 0.002077, 0.002006
230, 0.001859, 0.002061
231, 0.001847, 0.002097
232, 0.001860, 0.002061
233, 0.002102, 0.002064
234, 0.002185, 0.002028
235, 0.001834, 0.002051
236, 0.002107, 0.002061
